"Blues" "Female" "Male" "Geno" "Hybrid" "Lines" "Exp.I" "Exp.II" "Exp.III" "Exp.IV" "Exp.V"
"11785" 10.23391048 "zf473" "zf411" "zf473&&zf411" 1 0 0 0 1 0 0
"11786" 8.824978266 "zf473" "zf473" "zf473" 0 1 0 0 1 0 0
"11787" 9.954464154 "zf473" "zm001" "zf473&&zm001" 1 0 0 0 1 0 0
"11788" 9.875521607 "zf473" "zm010" "zf473&&zm010" 1 0 0 0 1 0 0
"11789" 9.930097318 "zf473" "zm312" "zf473&&zm312" 1 0 0 0 1 0 0
"11790" 9.435376569 "zf473" "zm314" "zf473&&zm314" 1 0 0 0 1 0 0
"11791" 9.88275877 "zf473" "zm317" "zf473&&zm317" 1 0 0 0 1 0 0
"11792" 9.501058274 "zf473" "zm319" "zf473&&zm319" 1 0 0 0 1 0 0
"11793" 9.759427815 "zf473" "zm322" "zf473&&zm322" 1 0 0 0 1 0 0
"11794" 9.980494953 "zf473" "zm324" "zf473&&zm324" 1 0 0 0 1 0 0
"11795" 9.528829991 "zf473" "zm326" "zf473&&zm326" 1 0 0 0 1 0 0
"11796" 9.78425105 "zf473" "zm329" "zf473&&zm329" 1 0 0 0 1 0 0
"11797" 9.714392633 "zf473" "zm331" "zf473&&zm331" 1 0 0 0 1 0 0
"11798" 9.843067841 "zf473" "zm332" "zf473&&zm332" 1 0 0 0 1 0 0
"11799" 9.634934427 "zf473" "zm334" "zf473&&zm334" 1 0 0 0 1 0 0
"11800" 10.14489148 "zf473" "zm336" "zf473&&zm336" 1 0 0 0 1 0 0
"11801" 9.944117565 "zf473" "zm337" "zf473&&zm337" 1 0 0 0 1 0 0
"11802" 9.78769395 "zf473" "zm339" "zf473&&zm339" 1 0 0 0 1 0 0
"11803" 9.892446608 "zf473" "zm340" "zf473&&zm340" 1 0 0 0 1 0 0
"11804" 9.989763864 "zf474" "zf040" "zf474&&zf040" 1 0 0 0 1 0 0
"11805" 10.06338506 "zf474" "zf406" "zf474&&zf406" 1 0 0 0 1 0 0
"11806" 9.213844245 "zf474" "zf474" "zf474" 0 1 0 0 1 0 0
"11807" 10.10434444 "zf475" "zf040" "zf475&&zf040" 1 0 0 0 1 0 0
"11808" 9.407779999 "zf475" "zf475" "zf475" 0 1 0 0 1 0 0
"11809" 9.670173611 "zf475" "zm009" "zf475&&zm009" 1 0 0 0 1 0 0
"11810" 10.48547718 "zf475" "zm303" "zf475&&zm303" 1 0 0 0 1 0 0
"11811" 9.312935164 "zf476" "zf040" "zf476&&zf040" 1 0 0 0 1 0 0
"11812" 9.310957256 "zf476" "zf476" "zf476" 0 1 0 0 1 0 0
"11813" 10.12023676 "zf476" "zm303" "zf476&&zm303" 1 0 0 0 1 0 0
"11814" 9.86525768 "zf477" "zf411" "zf477&&zf411" 1 0 0 0 1 0 0
"11815" 9.436025217 "zf477" "zf477" "zf477" 0 1 0 0 1 0 0
"11816" 9.608984485 "zf477" "zm001" "zf477&&zm001" 1 0 0 0 1 0 0
"11817" 9.919506559 "zf477" "zm034" "zf477&&zm034" 1 0 0 0 1 0 0
"11818" 9.649914195 "zf477" "zm310" "zf477&&zm310" 1 0 0 0 1 0 0
"11819" 10.14640892 "zf477" "zm313" "zf477&&zm313" 1 0 0 0 1 0 0
"11820" 9.713382198 "zf477" "zm315" "zf477&&zm315" 1 0 0 0 1 0 0
"11821" 9.899278403 "zf477" "zm316" "zf477&&zm316" 1 0 0 0 1 0 0
"11822" 10.03816167 "zf477" "zm318" "zf477&&zm318" 1 0 0 0 1 0 0
"11823" 10.02076427 "zf477" "zm320" "zf477&&zm320" 1 0 0 0 1 0 0
"11824" 9.940811499 "zf477" "zm321" "zf477&&zm321" 1 0 0 0 1 0 0
"11825" 9.724171314 "zf477" "zm323" "zf477&&zm323" 1 0 0 0 1 0 0
"11826" 9.944323202 "zf477" "zm325" "zf477&&zm325" 1 0 0 0 1 0 0
"11827" 9.976093486 "zf477" "zm327" "zf477&&zm327" 1 0 0 0 1 0 0
"11828" 9.902079182 "zf477" "zm328" "zf477&&zm328" 1 0 0 0 1 0 0
"11829" 9.706421667 "zf477" "zm330" "zf477&&zm330" 1 0 0 0 1 0 0
"11830" 9.930250732 "zf477" "zm333" "zf477&&zm333" 1 0 0 0 1 0 0
"11831" 10.25909532 "zf477" "zm335" "zf477&&zm335" 1 0 0 0 1 0 0
"11832" 10.0121405 "zf477" "zm339" "zf477&&zm339" 1 0 0 0 1 0 0
"11833" 9.253653257 "zf478" "zf478" "zf478" 0 1 0 0 1 0 0
"11834" 10.34164881 "zf478" "zm304" "zf478&&zm304" 1 0 0 0 1 0 0
"11835" 9.293891356 "zf479" "zf479" "zf479" 0 1 0 0 1 0 0
"11836" 9.305244568 "zf479" "zm009" "zf479&&zm009" 1 0 0 0 1 0 0
"11837" 10.03746446 "zf479" "zm034" "zf479&&zm034" 1 0 0 0 1 0 0
"11838" 9.786576569 "zf479" "zm321" "zf479&&zm321" 1 0 0 0 1 0 0
"11839" 10.22717046 "zf479" "zm335" "zf479&&zm335" 1 0 0 0 1 0 0
"11840" 9.402223445 "zf480" "zf040" "zf480&&zf040" 1 0 0 0 1 0 0
"11841" 9.863579932 "zf480" "zf406" "zf480&&zf406" 1 0 0 0 1 0 0
"11842" 8.619235564 "zf480" "zf480" "zf480" 0 1 0 0 1 0 0
"11843" 9.592316256 "zf480" "zm010" "zf480&&zm010" 1 0 0 0 1 0 0
"11844" 9.500798116 "zf480" "zm312" "zf480&&zm312" 1 0 0 0 1 0 0
"11845" 9.658858894 "zf480" "zm314" "zf480&&zm314" 1 0 0 0 1 0 0
"11846" 9.649339211 "zf480" "zm317" "zf480&&zm317" 1 0 0 0 1 0 0
"11847" 9.142716024 "zf480" "zm319" "zf480&&zm319" 1 0 0 0 1 0 0
"11848" 9.579163456 "zf480" "zm322" "zf480&&zm322" 1 0 0 0 1 0 0
"11849" 9.814576421 "zf480" "zm324" "zf480&&zm324" 1 0 0 0 1 0 0
"11850" 9.521607729 "zf480" "zm326" "zf480&&zm326" 1 0 0 0 1 0 0
"11851" 9.562597954 "zf480" "zm329" "zf480&&zm329" 1 0 0 0 1 0 0
"11852" 9.747229433 "zf480" "zm331" "zf480&&zm331" 1 0 0 0 1 0 0
"11853" 9.853413861 "zf480" "zm332" "zf480&&zm332" 1 0 0 0 1 0 0
"11854" 9.389824757 "zf480" "zm334" "zf480&&zm334" 1 0 0 0 1 0 0
"11855" 9.798311621 "zf480" "zm336" "zf480&&zm336" 1 0 0 0 1 0 0
"11856" 9.615192662 "zf480" "zm337" "zf480&&zm337" 1 0 0 0 1 0 0
"11857" 9.304358315 "zf480" "zm339" "zf480&&zm339" 1 0 0 0 1 0 0
"11858" 9.392424827 "zf480" "zm340" "zf480&&zm340" 1 0 0 0 1 0 0
"11859" 9.633277414 "zf481" "zf040" "zf481&&zf040" 1 0 0 0 1 0 0
"11860" 10.08883943 "zf481" "zf406" "zf481&&zf406" 1 0 0 0 1 0 0
"11861" 9.424981612 "zf481" "zf481" "zf481" 0 1 0 0 1 0 0
"11862" 9.7582182 "zf481" "zm034" "zf481&&zm034" 1 0 0 0 1 0 0
"11863" 10.21069691 "zf481" "zm310" "zf481&&zm310" 1 0 0 0 1 0 0
"11864" 10.39997924 "zf481" "zm313" "zf481&&zm313" 1 0 0 0 1 0 0
"11865" 9.954348306 "zf481" "zm315" "zf481&&zm315" 1 0 0 0 1 0 0
"11866" 10.02738141 "zf481" "zm316" "zf481&&zm316" 1 0 0 0 1 0 0
"11867" 9.987302775 "zf481" "zm318" "zf481&&zm318" 1 0 0 0 1 0 0
"11868" 10.02554624 "zf481" "zm320" "zf481&&zm320" 1 0 0 0 1 0 0
"11869" 10.01253056 "zf481" "zm321" "zf481&&zm321" 1 0 0 0 1 0 0
"11870" 9.884085084 "zf481" "zm323" "zf481&&zm323" 1 0 0 0 1 0 0
"11871" 10.3461689 "zf481" "zm325" "zf481&&zm325" 1 0 0 0 1 0 0
"11872" 10.18181395 "zf481" "zm327" "zf481&&zm327" 1 0 0 0 1 0 0
"11873" 9.882401504 "zf481" "zm328" "zf481&&zm328" 1 0 0 0 1 0 0
"11874" 9.670668529 "zf481" "zm330" "zf481&&zm330" 1 0 0 0 1 0 0
"11875" 9.808366345 "zf481" "zm333" "zf481&&zm333" 1 0 0 0 1 0 0
"11876" 9.660756896 "zf481" "zm335" "zf481&&zm335" 1 0 0 0 1 0 0
"11877" 9.934281774 "zf481" "zm339" "zf481&&zm339" 1 0 0 0 1 0 0
"11878" 8.820146924 "zf482" "zf482" "zf482" 0 1 0 0 1 0 0
"11880" 9.508365151 "zf482" "zm010" "zf482&&zm010" 1 0 0 0 1 0 0
"11881" 9.567771916 "zf482" "zm312" "zf482&&zm312" 1 0 0 0 1 0 0
"11882" 9.172254787 "zf482" "zm314" "zf482&&zm314" 1 0 0 0 1 0 0
"11883" 9.660124452 "zf482" "zm317" "zf482&&zm317" 1 0 0 0 1 0 0
"11884" 9.150196642 "zf482" "zm319" "zf482&&zm319" 1 0 0 0 1 0 0
"11885" 9.588173934 "zf482" "zm322" "zf482&&zm322" 1 0 0 0 1 0 0
"11886" 9.364391303 "zf482" "zm326" "zf482&&zm326" 1 0 0 0 1 0 0
"11887" 9.524282819 "zf482" "zm329" "zf482&&zm329" 1 0 0 0 1 0 0
"11888" 9.557682863 "zf482" "zm331" "zf482&&zm331" 1 0 0 0 1 0 0
"11889" 9.772975151 "zf482" "zm332" "zf482&&zm332" 1 0 0 0 1 0 0
"11890" 9.308914815 "zf482" "zm334" "zf482&&zm334" 1 0 0 0 1 0 0
"11891" 9.763999454 "zf482" "zm336" "zf482&&zm336" 1 0 0 0 1 0 0
"11892" 9.613265396 "zf482" "zm337" "zf482&&zm337" 1 0 0 0 1 0 0
"11893" 9.185629917 "zf482" "zm339" "zf482&&zm339" 1 0 0 0 1 0 0
"11894" 9.363231274 "zf482" "zm340" "zf482&&zm340" 1 0 0 0 1 0 0
"11895" 9.148135014 "zf483" "zf483" "zf483" 0 1 0 0 1 0 0
"11896" 9.881502705 "zf483" "zm034" "zf483&&zm034" 1 0 0 0 1 0 0
"11897" 10.41229267 "zf483" "zm304" "zf483&&zm304" 1 0 0 0 1 0 0
"11898" 10.24451346 "zf483" "zm310" "zf483&&zm310" 1 0 0 0 1 0 0
"11899" 10.10569194 "zf483" "zm313" "zf483&&zm313" 1 0 0 0 1 0 0
"11900" 9.816133078 "zf483" "zm315" "zf483&&zm315" 1 0 0 0 1 0 0
"11901" 9.947612461 "zf483" "zm316" "zf483&&zm316" 1 0 0 0 1 0 0
"11902" 9.879651614 "zf483" "zm318" "zf483&&zm318" 1 0 0 0 1 0 0
"11903" 9.836594642 "zf483" "zm320" "zf483&&zm320" 1 0 0 0 1 0 0
"11904" 9.767390853 "zf483" "zm321" "zf483&&zm321" 1 0 0 0 1 0 0
"11905" 9.665534517 "zf483" "zm323" "zf483&&zm323" 1 0 0 0 1 0 0
"11906" 10.07730644 "zf483" "zm325" "zf483&&zm325" 1 0 0 0 1 0 0
"11907" 10.09363628 "zf483" "zm327" "zf483&&zm327" 1 0 0 0 1 0 0
"11908" 9.908654317 "zf483" "zm328" "zf483&&zm328" 1 0 0 0 1 0 0
"11909" 9.843466177 "zf483" "zm330" "zf483&&zm330" 1 0 0 0 1 0 0
"11910" 9.785039687 "zf483" "zm333" "zf483&&zm333" 1 0 0 0 1 0 0
"11911" 10.09064871 "zf483" "zm335" "zf483&&zm335" 1 0 0 0 1 0 0
"11912" 10.07529527 "zf483" "zm339" "zf483&&zm339" 1 0 0 0 1 0 0
"11913" 7.896288319 "zf485" "zf485" "zf485" 0 1 0 0 1 0 0
"11914" 9.703317609 "zf485" "zm304" "zf485&&zm304" 1 0 0 0 1 0 0
"11915" 7.934501725 "zf486" "zf486" "zf486" 0 1 0 0 1 0 0
"11916" 9.383051092 "zf486" "zm303" "zf486&&zm303" 1 0 0 0 1 0 0
"11917" 9.577797039 "zf487" "zf487" "zf487" 0 1 0 0 1 0 0
"11918" 10.15155521 "zf487" "zm304" "zf487&&zm304" 1 0 0 0 1 0 0
"11919" 9.452371888 "zf488" "zf040" "zf488&&zf040" 1 0 0 0 1 0 0
"11920" 9.003751352 "zf488" "zf488" "zf488" 0 1 0 0 1 0 0
"11921" 10.2306071 "zf489" "zf040" "zf489&&zf040" 1 0 0 0 1 0 0
"11922" 10.57822328 "zf489" "zf406" "zf489&&zf406" 1 0 0 0 1 0 0
"11923" 9.545459214 "zf489" "zf489" "zf489" 0 1 0 0 1 0 0
"11924" 9.712985821 "zf489" "zm010" "zf489&&zm010" 1 0 0 0 1 0 0
"11925" 10.57346231 "zf489" "zm312" "zf489&&zm312" 1 0 0 0 1 0 0
"11926" 9.901992735 "zf489" "zm314" "zf489&&zm314" 1 0 0 0 1 0 0
"11927" 10.43302324 "zf489" "zm319" "zf489&&zm319" 1 0 0 0 1 0 0
"11928" 10.26062789 "zf489" "zm322" "zf489&&zm322" 1 0 0 0 1 0 0
"11929" 10.04687192 "zf489" "zm329" "zf489&&zm329" 1 0 0 0 1 0 0
"11930" 10.01750339 "zf489" "zm331" "zf489&&zm331" 1 0 0 0 1 0 0
"11931" 10.088406 "zf489" "zm332" "zf489&&zm332" 1 0 0 0 1 0 0
"11932" 10.28268242 "zf489" "zm337" "zf489&&zm337" 1 0 0 0 1 0 0
"11933" 10.1843094 "zf489" "zm339" "zf489&&zm339" 1 0 0 0 1 0 0
"11934" 9.788066453 "zf489" "zm340" "zf489&&zm340" 1 0 0 0 1 0 0
"11935" 10.14877987 "zf490" "zf411" "zf490&&zf411" 1 0 0 0 1 0 0
"11936" 9.246598142 "zf490" "zf490" "zf490" 0 1 0 0 1 0 0
"11937" 9.386369331 "zf490" "zm001" "zf490&&zm001" 1 0 0 0 1 0 0
"11938" 9.487197451 "zf491" "zf491" "zf491" 0 1 0 0 1 0 0
"11939" 9.775601468 "zf491" "zm009" "zf491&&zm009" 1 0 0 0 1 0 0
"11940" 9.854264175 "zf491" "zm303" "zf491&&zm303" 1 0 0 0 1 0 0
"11941" 9.487799308 "zf492" "zf040" "zf492&&zf040" 1 0 0 0 1 0 0
"11942" 9.772815231 "zf492" "zf406" "zf492&&zf406" 1 0 0 0 1 0 0
"11943" 8.538246847 "zf492" "zf492" "zf492" 0 1 0 0 1 0 0
"11944" 9.084342678 "zf493" "zf493" "zf493" 0 1 0 0 1 0 0
"11945" 9.998210949 "zf493" "zm034" "zf493&&zm034" 1 0 0 0 1 0 0
"11946" 10.44091816 "zf493" "zm304" "zf493&&zm304" 1 0 0 0 1 0 0
"11947" 10.00962468 "zf493" "zm310" "zf493&&zm310" 1 0 0 0 1 0 0
"11948" 9.856321075 "zf493" "zm315" "zf493&&zm315" 1 0 0 0 1 0 0
"11949" 9.756418844 "zf493" "zm318" "zf493&&zm318" 1 0 0 0 1 0 0
"11950" 10.25068492 "zf493" "zm320" "zf493&&zm320" 1 0 0 0 1 0 0
"11951" 9.735028997 "zf493" "zm321" "zf493&&zm321" 1 0 0 0 1 0 0
"11952" 9.482149351 "zf493" "zm323" "zf493&&zm323" 1 0 0 0 1 0 0
"11953" 10.38589406 "zf493" "zm325" "zf493&&zm325" 1 0 0 0 1 0 0
"11954" 10.08367102 "zf493" "zm327" "zf493&&zm327" 1 0 0 0 1 0 0
"11955" 9.947218718 "zf493" "zm328" "zf493&&zm328" 1 0 0 0 1 0 0
"11956" 10.02960729 "zf493" "zm330" "zf493&&zm330" 1 0 0 0 1 0 0
"11957" 10.18507406 "zf493" "zm333" "zf493&&zm333" 1 0 0 0 1 0 0
"11958" 10.31747892 "zf493" "zm335" "zf493&&zm335" 1 0 0 0 1 0 0
"11959" 10.27693843 "zf493" "zm339" "zf493&&zm339" 1 0 0 0 1 0 0
"11960" 9.336202568 "zf494" "zf040" "zf494&&zf040" 1 0 0 0 1 0 0
"11961" 9.137548407 "zf494" "zf494" "zf494" 0 1 0 0 1 0 0
"11962" 9.766558526 "zf494" "zm010" "zf494&&zm010" 1 0 0 0 1 0 0
"11963" 9.647657008 "zf494" "zm312" "zf494&&zm312" 1 0 0 0 1 0 0
"11964" 9.373032406 "zf494" "zm314" "zf494&&zm314" 1 0 0 0 1 0 0
"11965" 9.72648646 "zf494" "zm317" "zf494&&zm317" 1 0 0 0 1 0 0
"11966" 9.877932982 "zf494" "zm319" "zf494&&zm319" 1 0 0 0 1 0 0
"11967" 9.851104937 "zf494" "zm322" "zf494&&zm322" 1 0 0 0 1 0 0
"11968" 10.07375358 "zf494" "zm324" "zf494&&zm324" 1 0 0 0 1 0 0
"11969" 9.779539868 "zf494" "zm326" "zf494&&zm326" 1 0 0 0 1 0 0
"11970" 10.2435835 "zf494" "zm329" "zf494&&zm329" 1 0 0 0 1 0 0
"11971" 10.06610487 "zf494" "zm331" "zf494&&zm331" 1 0 0 0 1 0 0
"11972" 9.979327505 "zf494" "zm332" "zf494&&zm332" 1 0 0 0 1 0 0
"11973" 10.10070141 "zf494" "zm334" "zf494&&zm334" 1 0 0 0 1 0 0
"11974" 10.08956133 "zf494" "zm336" "zf494&&zm336" 1 0 0 0 1 0 0
"11975" 9.998913683 "zf494" "zm337" "zf494&&zm337" 1 0 0 0 1 0 0
"11976" 9.433304089 "zf494" "zm339" "zf494&&zm339" 1 0 0 0 1 0 0
"11977" 9.752127905 "zf494" "zm340" "zf494&&zm340" 1 0 0 0 1 0 0
"11978" 9.802374 "zf495" "zf495" "zf495" 0 1 0 0 1 0 0
"11979" 11.37844331 "zf495" "zm304" "zf495&&zm304" 1 0 0 0 1 0 0
"11980" 8.55007311 "zf496" "zf496" "zf496" 0 1 0 0 1 0 0
"11982" 8.555420386 "zf497" "zf497" "zf497" 0 1 0 0 1 0 0
"11983" 8.249412606 "zf497" "zm005" "zf497&&zm005" 1 0 0 0 1 0 0
"11984" 9.407518162 "zf497" "zm034" "zf497&&zm034" 1 0 0 0 1 0 0
"11985" 10.01348079 "zf497" "zm304" "zf497&&zm304" 1 0 0 0 1 0 0
"11986" 9.368830459 "zf498" "zf498" "zf498" 0 1 0 0 1 0 0
"11987" 9.435691586 "zf498" "zm010" "zf498&&zm010" 1 0 0 0 1 0 0
"11988" 10.28556995 "zf498" "zm304" "zf498&&zm304" 1 0 0 0 1 0 0
"11989" 9.847610211 "zf498" "zm312" "zf498&&zm312" 1 0 0 0 1 0 0
"11990" 9.728978377 "zf498" "zm319" "zf498&&zm319" 1 0 0 0 1 0 0
"11991" 9.876479489 "zf498" "zm322" "zf498&&zm322" 1 0 0 0 1 0 0
"11992" 10.1398815 "zf498" "zm324" "zf498&&zm324" 1 0 0 0 1 0 0
"11993" 9.903024215 "zf498" "zm326" "zf498&&zm326" 1 0 0 0 1 0 0
"11994" 9.96409825 "zf498" "zm329" "zf498&&zm329" 1 0 0 0 1 0 0
"11995" 10.27724878 "zf498" "zm331" "zf498&&zm331" 1 0 0 0 1 0 0
"11996" 9.847295843 "zf498" "zm332" "zf498&&zm332" 1 0 0 0 1 0 0
"11997" 9.638696941 "zf498" "zm334" "zf498&&zm334" 1 0 0 0 1 0 0
"11998" 10.06180333 "zf498" "zm336" "zf498&&zm336" 1 0 0 0 1 0 0
"11999" 9.876003989 "zf498" "zm337" "zf498&&zm337" 1 0 0 0 1 0 0
"12000" 9.616493637 "zf498" "zm339" "zf498&&zm339" 1 0 0 0 1 0 0
"12001" 9.84187208 "zf498" "zm340" "zf498&&zm340" 1 0 0 0 1 0 0
"12002" 10.2291553 "zf499" "zf411" "zf499&&zf411" 1 0 0 0 1 0 0
"12003" 9.117694325 "zf499" "zf499" "zf499" 0 1 0 0 1 0 0
"12005" 10.23319729 "zf499" "zm034" "zf499&&zm034" 1 0 0 0 1 0 0
"12006" 10.45016997 "zf499" "zm304" "zf499&&zm304" 1 0 0 0 1 0 0
"12007" 10.00278617 "zf499" "zm310" "zf499&&zm310" 1 0 0 0 1 0 0
"12008" 10.24699625 "zf499" "zm313" "zf499&&zm313" 1 0 0 0 1 0 0
"12009" 10.16176171 "zf499" "zm315" "zf499&&zm315" 1 0 0 0 1 0 0
"12010" 9.920627833 "zf499" "zm316" "zf499&&zm316" 1 0 0 0 1 0 0
"12011" 10.19761663 "zf499" "zm318" "zf499&&zm318" 1 0 0 0 1 0 0
"12012" 10.32299772 "zf499" "zm320" "zf499&&zm320" 1 0 0 0 1 0 0
"12013" 9.987724309 "zf499" "zm321" "zf499&&zm321" 1 0 0 0 1 0 0
"12014" 9.729089145 "zf499" "zm323" "zf499&&zm323" 1 0 0 0 1 0 0
"12015" 10.0213314 "zf499" "zm325" "zf499&&zm325" 1 0 0 0 1 0 0
"12016" 10.16608231 "zf499" "zm327" "zf499&&zm327" 1 0 0 0 1 0 0
"12017" 10.03011437 "zf499" "zm328" "zf499&&zm328" 1 0 0 0 1 0 0
"12018" 10.11728594 "zf499" "zm330" "zf499&&zm330" 1 0 0 0 1 0 0
"12019" 10.10791441 "zf499" "zm333" "zf499&&zm333" 1 0 0 0 1 0 0
"12020" 10.33016296 "zf499" "zm335" "zf499&&zm335" 1 0 0 0 1 0 0
"12021" 9.88594853 "zf499" "zm339" "zf499&&zm339" 1 0 0 0 1 0 0
"12022" 9.025410943 "zf500" "zf500" "zf500" 0 1 0 0 1 0 0
"12023" 9.558283929 "zf500" "zm010" "zf500&&zm010" 1 0 0 0 1 0 0
"12024" 10.35122607 "zf500" "zm304" "zf500&&zm304" 1 0 0 0 1 0 0
"12025" 10.07098113 "zf500" "zm312" "zf500&&zm312" 1 0 0 0 1 0 0
"12026" 10.01210566 "zf500" "zm314" "zf500&&zm314" 1 0 0 0 1 0 0
"12027" 9.771451767 "zf500" "zm317" "zf500&&zm317" 1 0 0 0 1 0 0
"12028" 10.2346372 "zf500" "zm319" "zf500&&zm319" 1 0 0 0 1 0 0
"12029" 9.890791832 "zf500" "zm322" "zf500&&zm322" 1 0 0 0 1 0 0
"12030" 10.05775874 "zf500" "zm324" "zf500&&zm324" 1 0 0 0 1 0 0
"12031" 9.535167631 "zf500" "zm326" "zf500&&zm326" 1 0 0 0 1 0 0
"12032" 9.920074662 "zf500" "zm329" "zf500&&zm329" 1 0 0 0 1 0 0
"12033" 9.74272036 "zf500" "zm331" "zf500&&zm331" 1 0 0 0 1 0 0
"12034" 9.776770861 "zf500" "zm332" "zf500&&zm332" 1 0 0 0 1 0 0
"12035" 9.615148043 "zf500" "zm334" "zf500&&zm334" 1 0 0 0 1 0 0
"12036" 9.991582715 "zf500" "zm336" "zf500&&zm336" 1 0 0 0 1 0 0
"12037" 10.15210089 "zf500" "zm337" "zf500&&zm337" 1 0 0 0 1 0 0
"12038" 9.69579799 "zf500" "zm339" "zf500&&zm339" 1 0 0 0 1 0 0
"12039" 9.77128273 "zf500" "zm340" "zf500&&zm340" 1 0 0 0 1 0 0
"12040" 9.494169012 "zm001" "zm001" "zm001" 0 1 1 1 1 0 1
"12041" 8.659163224 "zm002" "zm002" "zm002" 0 1 0 1 0 0 0
"12048" 9.332839333 "zm003" "zm003" "zm003" 0 1 1 1 0 0 0
"12051" 9.67028686 "zm005" "zm005" "zm005" 0 1 0 1 1 0 0
"12052" 9.815663622 "zm006" "zm001" "zm006&&zm001" 1 0 0 1 0 0 0
"12053" 9.914100298 "zm006" "zm003" "zm006&&zm003" 1 0 0 1 0 0 0
"12054" 9.942908503 "zm006" "zm006" "zm006" 0 1 0 1 0 0 0
"12055" 10.50652881 "zm006" "zm008" "zm006&&zm008" 1 0 0 1 0 0 0
"12056" 9.441429236 "zm007" "zm007" "zm007" 0 1 0 1 0 0 0
"12057" 9.408540428 "zm008" "zm008" "zm008" 0 1 0 1 0 0 0
"12058" 9.038534723 "zm009" "zm009" "zm009" 0 1 1 1 1 0 0
"12059" 8.431365779 "zm010" "zm010" "zm010" 0 1 1 1 1 0 0
"12060" 9.390010002 "zm011" "zm011" "zm011" 0 1 0 1 0 0 0
"12061" 9.265177955 "zm012" "zm012" "zm012" 0 1 0 1 0 0 0
"12062" 8.830323374 "zm013" "zm013" "zm013" 0 1 0 1 0 0 0
"12063" 8.283365116 "zm014" "zm014" "zm014" 0 1 0 1 0 0 0
"12064" 9.17839954 "zm015" "zm015" "zm015" 0 1 0 1 0 0 0
"12065" 8.979921769 "zm016" "zm016" "zm016" 0 1 0 1 0 0 0
"12066" 9.425021644 "zm017" "zm017" "zm017" 0 1 0 1 0 0 0
"12067" 9.042163839 "zm018" "zm018" "zm018" 0 1 0 1 0 0 0
"12068" 9.194030601 "zm019" "zm019" "zm019" 0 1 0 1 0 0 0
"12069" 8.928776584 "zm020" "zm020" "zm020" 0 1 0 1 0 0 0
"12070" 8.599955939 "zm021" "zm021" "zm021" 0 1 0 1 0 0 0
"12071" 9.345753144 "zm022" "zm022" "zm022" 0 1 0 1 0 1 0
"12072" 9.546526742 "zm023" "zm023" "zm023" 0 1 0 1 0 0 0
"12073" 9.124521874 "zm024" "zm024" "zm024" 0 1 0 1 0 0 0
"12074" 9.359124814 "zm025" "zm025" "zm025" 0 1 0 1 0 0 0
"12075" 9.2490329 "zm026" "zm026" "zm026" 0 1 0 1 0 0 0
"12076" 9.095308155 "zm027" "zm027" "zm027" 0 1 0 1 0 0 0
"12077" 9.105680332 "zm028" "zm028" "zm028" 0 1 0 1 0 0 0
"12078" 9.317514422 "zm029" "zm029" "zm029" 0 1 0 1 0 0 0
"12079" 9.263367273 "zm030" "zm030" "zm030" 0 1 0 1 0 0 0
"12080" 9.300105586 "zm031" "zm031" "zm031" 0 1 0 1 0 0 0
"12081" 8.377645694 "zm032" "zm032" "zm032" 0 1 0 1 0 0 0
"12082" 8.962080241 "zm033" "zm033" "zm033" 0 1 0 1 0 0 0
"12083" 9.215886017 "zm034" "zm034" "zm034" 0 1 0 1 1 1 0
"12084" 9.284025595 "zm035" "zm035" "zm035" 0 1 0 1 0 0 0
"12085" 9.3204043 "zm036" "zm036" "zm036" 0 1 1 1 0 0 1
"12086" 9.297986505 "zm039" "zm039" "zm039" 0 1 0 1 0 0 0
"12087" 9.080520031 "zm040" "zm040" "zm040" 0 1 0 1 0 0 0
"12088" 9.58091332 "zm041" "zm041" "zm041" 0 1 0 1 0 0 0
"12090" 9.47146377 "zm102" "zm102" "zm102" 0 1 0 0 0 1 0
"12092" 9.121685061 "zm104" "zm104" "zm104" 0 1 0 0 0 1 0
"12093" 8.679505645 "zm105" "zm105" "zm105" 0 1 0 0 0 1 0
"12094" 8.489145449 "zm106" "zm106" "zm106" 0 1 0 0 0 1 0
"12095" 8.565042188 "zm109" "zm109" "zm109" 0 1 0 0 0 1 0
"12096" 9.17123286 "zm110" "zm110" "zm110" 0 1 0 0 0 1 0
"12097" 9.192998682 "zm112" "zm112" "zm112" 0 1 0 0 0 1 0
"12098" 9.039499122 "zm113" "zm113" "zm113" 0 1 0 0 0 1 0
"12099" 8.860531619 "zm114" "zm114" "zm114" 0 1 0 0 0 1 0
"12100" 8.833602625 "zm115" "zm115" "zm115" 0 1 0 0 0 1 0
"12101" 8.645816358 "zm116" "zm116" "zm116" 0 1 0 0 0 1 0
"12102" 8.526911908 "zm117" "zm117" "zm117" 0 1 0 0 0 1 0
"12103" 9.599213273 "zm119" "zm119" "zm119" 0 1 0 0 0 1 0
"12104" 8.969264941 "zm120" "zm120" "zm120" 0 1 0 0 0 1 0
"12105" 9.723432115 "zm121" "zm121" "zm121" 0 1 0 0 0 1 0
"12106" 9.176048634 "zm122" "zm122" "zm122" 0 1 0 0 0 1 0
"12107" 8.681472691 "zm123" "zm123" "zm123" 0 1 0 0 0 1 0
"12108" 9.147108921 "zm124" "zm124" "zm124" 0 1 0 0 0 1 0
"12109" 8.954563315 "zm125" "zm125" "zm125" 0 1 0 0 0 1 0
