"Blues" "Female" "Male" "Geno" "Hybrid" "Lines" "Exp.I" "Exp.II" "Exp.III" "Exp.IV" "Exp.V"
"11472" 9.847009239 "zf447" "zm303" "zf447&&zm303" 1 0 0 0 1 0 0
"11473" 9.404713075 "zf447" "zm310" "zf447&&zm310" 1 0 0 0 1 0 0
"11474" 9.703916732 "zf447" "zm318" "zf447&&zm318" 1 0 0 0 1 0 0
"11475" 9.798090147 "zf447" "zm320" "zf447&&zm320" 1 0 0 0 1 0 0
"11476" 9.448779411 "zf447" "zm321" "zf447&&zm321" 1 0 0 0 1 0 0
"11477" 10.26296292 "zf447" "zm325" "zf447&&zm325" 1 0 0 0 1 0 0
"11478" 9.737152556 "zf447" "zm335" "zf447&&zm335" 1 0 0 0 1 0 0
"11479" 9.431581633 "zf448" "zf448" "zf448" 0 1 0 0 1 0 0
"11480" 9.862145963 "zf448" "zm005" "zf448&&zm005" 1 0 0 0 1 0 0
"11481" 10.29168737 "zf448" "zm010" "zf448&&zm010" 1 0 0 0 1 0 0
"11482" 10.36623967 "zf448" "zm304" "zf448&&zm304" 1 0 0 0 1 0 0
"11483" 10.01973208 "zf448" "zm312" "zf448&&zm312" 1 0 0 0 1 0 0
"11484" 9.882346487 "zf448" "zm314" "zf448&&zm314" 1 0 0 0 1 0 0
"11485" 10.23614165 "zf448" "zm317" "zf448&&zm317" 1 0 0 0 1 0 0
"11486" 9.685954441 "zf448" "zm319" "zf448&&zm319" 1 0 0 0 1 0 0
"11487" 10.05662215 "zf448" "zm322" "zf448&&zm322" 1 0 0 0 1 0 0
"11488" 10.14961212 "zf448" "zm324" "zf448&&zm324" 1 0 0 0 1 0 0
"11489" 10.27990851 "zf448" "zm326" "zf448&&zm326" 1 0 0 0 1 0 0
"11490" 10.06457488 "zf448" "zm329" "zf448&&zm329" 1 0 0 0 1 0 0
"11491" 9.905906853 "zf448" "zm331" "zf448&&zm331" 1 0 0 0 1 0 0
"11492" 9.989322832 "zf448" "zm332" "zf448&&zm332" 1 0 0 0 1 0 0
"11493" 9.878973261 "zf448" "zm334" "zf448&&zm334" 1 0 0 0 1 0 0
"11494" 10.50006133 "zf448" "zm336" "zf448&&zm336" 1 0 0 0 1 0 0
"11495" 9.813453728 "zf448" "zm337" "zf448&&zm337" 1 0 0 0 1 0 0
"11496" 10.15441961 "zf448" "zm339" "zf448&&zm339" 1 0 0 0 1 0 0
"11497" 10.03471669 "zf448" "zm340" "zf448&&zm340" 1 0 0 0 1 0 0
"11498" 8.860531668 "zf449" "zf449" "zf449" 0 1 0 0 1 0 0
"11499" 9.337019741 "zf449" "zm005" "zf449&&zm005" 1 0 0 0 1 0 0
"11500" 9.465984888 "zf449" "zm009" "zf449&&zm009" 1 0 0 0 1 0 0
"11501" 9.771396331 "zf449" "zm303" "zf449&&zm303" 1 0 0 0 1 0 0
"11502" 9.882246499 "zf449" "zm304" "zf449&&zm304" 1 0 0 0 1 0 0
"11503" 9.792164263 "zf450" "zf040" "zf450&&zf040" 1 0 0 0 1 0 0
"11504" 9.893620095 "zf450" "zf411" "zf450&&zf411" 1 0 0 0 1 0 0
"11505" 9.463531963 "zf450" "zf450" "zf450" 0 1 0 0 1 0 0
"11506" 9.840736368 "zf450" "zm001" "zf450&&zm001" 1 0 0 0 1 0 0
"11507" 10.30728657 "zf450" "zm034" "zf450&&zm034" 1 0 0 0 1 0 0
"11508" 9.879503979 "zf450" "zm310" "zf450&&zm310" 1 0 0 0 1 0 0
"11509" 9.757830949 "zf450" "zm313" "zf450&&zm313" 1 0 0 0 1 0 0
"11510" 10.09646029 "zf450" "zm315" "zf450&&zm315" 1 0 0 0 1 0 0
"11511" 10.10305872 "zf450" "zm316" "zf450&&zm316" 1 0 0 0 1 0 0
"11512" 9.853650441 "zf450" "zm318" "zf450&&zm318" 1 0 0 0 1 0 0
"11513" 10.10753159 "zf450" "zm320" "zf450&&zm320" 1 0 0 0 1 0 0
"11514" 9.821463504 "zf450" "zm321" "zf450&&zm321" 1 0 0 0 1 0 0
"11515" 10.06444011 "zf450" "zm323" "zf450&&zm323" 1 0 0 0 1 0 0
"11516" 10.6498441 "zf450" "zm325" "zf450&&zm325" 1 0 0 0 1 0 0
"11517" 10.17675457 "zf450" "zm327" "zf450&&zm327" 1 0 0 0 1 0 0
"11518" 10.1027722 "zf450" "zm328" "zf450&&zm328" 1 0 0 0 1 0 0
"11519" 9.845706504 "zf450" "zm330" "zf450&&zm330" 1 0 0 0 1 0 0
"11520" 9.790138496 "zf450" "zm333" "zf450&&zm333" 1 0 0 0 1 0 0
"11521" 10.45021965 "zf450" "zm335" "zf450&&zm335" 1 0 0 0 1 0 0
"11522" 10.19138254 "zf450" "zm339" "zf450&&zm339" 1 0 0 0 1 0 0
"11523" 9.939892639 "zf451" "zf040" "zf451&&zf040" 1 0 0 0 1 0 0
"11524" 10.24242145 "zf451" "zf406" "zf451&&zf406" 1 0 0 0 1 0 0
"11525" 9.324156194 "zf451" "zf451" "zf451" 0 1 0 0 1 0 0
"11526" 9.990037031 "zf451" "zm010" "zf451&&zm010" 1 0 0 0 1 0 0
"11527" 9.891879888 "zf451" "zm312" "zf451&&zm312" 1 0 0 0 1 0 0
"11528" 10.00547358 "zf451" "zm314" "zf451&&zm314" 1 0 0 0 1 0 0
"11529" 10.06934136 "zf451" "zm317" "zf451&&zm317" 1 0 0 0 1 0 0
"11530" 9.894488107 "zf451" "zm319" "zf451&&zm319" 1 0 0 0 1 0 0
"11531" 9.452814658 "zf451" "zm322" "zf451&&zm322" 1 0 0 0 1 0 0
"11532" 9.985371319 "zf451" "zm324" "zf451&&zm324" 1 0 0 0 1 0 0
"11533" 9.681851142 "zf451" "zm326" "zf451&&zm326" 1 0 0 0 1 0 0
"11534" 9.962879549 "zf451" "zm329" "zf451&&zm329" 1 0 0 0 1 0 0
"11535" 9.86112073 "zf451" "zm331" "zf451&&zm331" 1 0 0 0 1 0 0
"11536" 9.812214757 "zf451" "zm332" "zf451&&zm332" 1 0 0 0 1 0 0
"11537" 10.08016516 "zf451" "zm334" "zf451&&zm334" 1 0 0 0 1 0 0
"11538" 10.1118112 "zf451" "zm336" "zf451&&zm336" 1 0 0 0 1 0 0
"11539" 9.882063996 "zf451" "zm337" "zf451&&zm337" 1 0 0 0 1 0 0
"11540" 9.895345428 "zf451" "zm339" "zf451&&zm339" 1 0 0 0 1 0 0
"11541" 9.736867675 "zf451" "zm340" "zf451&&zm340" 1 0 0 0 1 0 0
"11542" 9.10229199 "zf453" "zf453" "zf453" 0 1 0 0 1 0 0
"11543" 9.364092837 "zf453" "zm009" "zf453&&zm009" 1 0 0 0 1 0 0
"11544" 10.17518785 "zf453" "zm303" "zf453&&zm303" 1 0 0 0 1 0 0
"11545" 7.551666257 "zf454" "zf454" "zf454" 0 1 0 0 1 0 0
"11547" 9.542247122 "zf454" "zm034" "zf454&&zm034" 1 0 0 0 1 0 0
"11548" 8.855446602 "zf454" "zm303" "zf454&&zm303" 1 0 0 0 1 0 0
"11549" 9.460520585 "zf454" "zm310" "zf454&&zm310" 1 0 0 0 1 0 0
"11550" 9.521504692 "zf454" "zm316" "zf454&&zm316" 1 0 0 0 1 0 0
"11551" 9.352516308 "zf454" "zm318" "zf454&&zm318" 1 0 0 0 1 0 0
"11552" 9.687125576 "zf454" "zm320" "zf454&&zm320" 1 0 0 0 1 0 0
"11553" 9.407975774 "zf454" "zm321" "zf454&&zm321" 1 0 0 0 1 0 0
"11554" 9.923193613 "zf454" "zm325" "zf454&&zm325" 1 0 0 0 1 0 0
"11555" 9.32877898 "zf454" "zm328" "zf454&&zm328" 1 0 0 0 1 0 0
"11556" 9.529574469 "zf454" "zm333" "zf454&&zm333" 1 0 0 0 1 0 0
"11557" 9.804560845 "zf454" "zm335" "zf454&&zm335" 1 0 0 0 1 0 0
"11558" 9.113685881 "zf455" "zf455" "zf455" 0 1 0 0 1 0 0
"11559" 9.709118101 "zf455" "zm009" "zf455&&zm009" 1 0 0 0 1 0 0
"11560" 9.838075075 "zf455" "zm303" "zf455&&zm303" 1 0 0 0 1 0 0
"11561" 9.746332507 "zf456" "zf456" "zf456" 0 1 0 0 1 0 0
"11562" 10.15445616 "zf456" "zm010" "zf456&&zm010" 1 0 0 0 1 0 0
"11563" 10.0710086 "zf456" "zm304" "zf456&&zm304" 1 0 0 0 1 0 0
"11564" 10.01734793 "zf456" "zm312" "zf456&&zm312" 1 0 0 0 1 0 0
"11565" 9.878786431 "zf456" "zm314" "zf456&&zm314" 1 0 0 0 1 0 0
"11566" 10.00275209 "zf456" "zm317" "zf456&&zm317" 1 0 0 0 1 0 0
"11567" 10.29044804 "zf456" "zm319" "zf456&&zm319" 1 0 0 0 1 0 0
"11568" 9.975375175 "zf456" "zm322" "zf456&&zm322" 1 0 0 0 1 0 0
"11569" 10.07067456 "zf456" "zm324" "zf456&&zm324" 1 0 0 0 1 0 0
"11570" 9.838908901 "zf456" "zm326" "zf456&&zm326" 1 0 0 0 1 0 0
"11571" 10.05187633 "zf456" "zm329" "zf456&&zm329" 1 0 0 0 1 0 0
"11572" 10.04334379 "zf456" "zm331" "zf456&&zm331" 1 0 0 0 1 0 0
"11573" 10.11080285 "zf456" "zm332" "zf456&&zm332" 1 0 0 0 1 0 0
"11574" 9.88085565 "zf456" "zm334" "zf456&&zm334" 1 0 0 0 1 0 0
"11575" 10.10284355 "zf456" "zm336" "zf456&&zm336" 1 0 0 0 1 0 0
"11576" 9.951523331 "zf456" "zm337" "zf456&&zm337" 1 0 0 0 1 0 0
"11577" 9.514966707 "zf456" "zm339" "zf456&&zm339" 1 0 0 0 1 0 0
"11578" 10.05481603 "zf456" "zm340" "zf456&&zm340" 1 0 0 0 1 0 0
"11579" 9.757533174 "zf457" "zf411" "zf457&&zf411" 1 0 0 0 1 0 0
"11580" 9.037557448 "zf457" "zf457" "zf457" 0 1 0 0 1 0 0
"11581" 9.428711325 "zf457" "zm001" "zf457&&zm001" 1 0 0 0 1 0 0
"11582" 9.478426273 "zf457" "zm034" "zf457&&zm034" 1 0 0 0 1 0 0
"11583" 10.33306269 "zf457" "zm304" "zf457&&zm304" 1 0 0 0 1 0 0
"11584" 9.801764334 "zf457" "zm310" "zf457&&zm310" 1 0 0 0 1 0 0
"11585" 9.562107609 "zf457" "zm316" "zf457&&zm316" 1 0 0 0 1 0 0
"11586" 9.757688443 "zf457" "zm318" "zf457&&zm318" 1 0 0 0 1 0 0
"11587" 9.601144852 "zf457" "zm320" "zf457&&zm320" 1 0 0 0 1 0 0
"11588" 9.76432061 "zf457" "zm321" "zf457&&zm321" 1 0 0 0 1 0 0
"11589" 9.199872538 "zf457" "zm323" "zf457&&zm323" 1 0 0 0 1 0 0
"11590" 9.924400031 "zf457" "zm325" "zf457&&zm325" 1 0 0 0 1 0 0
"11591" 9.293305083 "zf457" "zm328" "zf457&&zm328" 1 0 0 0 1 0 0
"11592" 9.703837705 "zf457" "zm333" "zf457&&zm333" 1 0 0 0 1 0 0
"11593" 9.851792081 "zf457" "zm335" "zf457&&zm335" 1 0 0 0 1 0 0
"11594" 9.726513443 "zf458" "zf040" "zf458&&zf040" 1 0 0 0 1 0 0
"11595" 9.840213146 "zf458" "zf406" "zf458&&zf406" 1 0 0 0 1 0 0
"11596" 9.417341387 "zf458" "zf458" "zf458" 0 1 0 0 1 0 0
"11597" 9.641823426 "zf459" "zf411" "zf459&&zf411" 1 0 0 0 1 0 0
"11598" 9.110364256 "zf459" "zf459" "zf459" 0 1 0 0 1 0 0
"11599" 9.287157649 "zf459" "zm001" "zf459&&zm001" 1 0 0 0 1 0 0
"11600" 9.87600828 "zf459" "zm010" "zf459&&zm010" 1 0 0 0 1 0 0
"11601" 9.698396541 "zf459" "zm312" "zf459&&zm312" 1 0 0 0 1 0 0
"11602" 9.471695398 "zf459" "zm314" "zf459&&zm314" 1 0 0 0 1 0 0
"11603" 9.738833438 "zf459" "zm317" "zf459&&zm317" 1 0 0 0 1 0 0
"11604" 9.506959546 "zf459" "zm319" "zf459&&zm319" 1 0 0 0 1 0 0
"11605" 9.815842858 "zf459" "zm322" "zf459&&zm322" 1 0 0 0 1 0 0
"11606" 9.830702892 "zf459" "zm324" "zf459&&zm324" 1 0 0 0 1 0 0
"11607" 9.572921814 "zf459" "zm326" "zf459&&zm326" 1 0 0 0 1 0 0
"11608" 10.19349313 "zf459" "zm329" "zf459&&zm329" 1 0 0 0 1 0 0
"11609" 9.977471734 "zf459" "zm331" "zf459&&zm331" 1 0 0 0 1 0 0
"11610" 10.11832698 "zf459" "zm332" "zf459&&zm332" 1 0 0 0 1 0 0
"11611" 9.552262541 "zf459" "zm334" "zf459&&zm334" 1 0 0 0 1 0 0
"11612" 10.00223986 "zf459" "zm336" "zf459&&zm336" 1 0 0 0 1 0 0
"11613" 9.64128054 "zf459" "zm337" "zf459&&zm337" 1 0 0 0 1 0 0
"11614" 9.528049644 "zf459" "zm339" "zf459&&zm339" 1 0 0 0 1 0 0
"11615" 9.409538281 "zf459" "zm340" "zf459&&zm340" 1 0 0 0 1 0 0
"11616" 9.012453311 "zf460" "zf460" "zf460" 0 1 0 0 1 0 0
"11617" 9.573389559 "zf460" "zm009" "zf460&&zm009" 1 0 0 0 1 0 0
"11618" 9.705340372 "zf460" "zm034" "zf460&&zm034" 1 0 0 0 1 0 0
"11619" 9.676901214 "zf460" "zm303" "zf460&&zm303" 1 0 0 0 1 0 0
"11620" 9.941856024 "zf460" "zm310" "zf460&&zm310" 1 0 0 0 1 0 0
"11621" 10.20174436 "zf460" "zm313" "zf460&&zm313" 1 0 0 0 1 0 0
"11622" 9.637619855 "zf460" "zm315" "zf460&&zm315" 1 0 0 0 1 0 0
"11623" 9.691442489 "zf460" "zm316" "zf460&&zm316" 1 0 0 0 1 0 0
"11624" 9.769614688 "zf460" "zm318" "zf460&&zm318" 1 0 0 0 1 0 0
"11625" 9.882662007 "zf460" "zm320" "zf460&&zm320" 1 0 0 0 1 0 0
"11626" 9.630586559 "zf460" "zm321" "zf460&&zm321" 1 0 0 0 1 0 0
"11627" 9.693671449 "zf460" "zm323" "zf460&&zm323" 1 0 0 0 1 0 0
"11628" 10.27431552 "zf460" "zm325" "zf460&&zm325" 1 0 0 0 1 0 0
"11629" 9.850031532 "zf460" "zm327" "zf460&&zm327" 1 0 0 0 1 0 0
"11630" 9.756258173 "zf460" "zm328" "zf460&&zm328" 1 0 0 0 1 0 0
"11631" 9.892405884 "zf460" "zm330" "zf460&&zm330" 1 0 0 0 1 0 0
"11632" 9.558329264 "zf460" "zm333" "zf460&&zm333" 1 0 0 0 1 0 0
"11633" 10.09272212 "zf460" "zm335" "zf460&&zm335" 1 0 0 0 1 0 0
"11634" 9.925796296 "zf460" "zm339" "zf460&&zm339" 1 0 0 0 1 0 0
"11635" 9.550055988 "zf461" "zf461" "zf461" 0 1 0 0 1 0 0
"11636" 9.686179718 "zf461" "zm010" "zf461&&zm010" 1 0 0 0 1 0 0
"11637" 10.02661146 "zf461" "zm312" "zf461&&zm312" 1 0 0 0 1 0 0
"11638" 10.02228303 "zf461" "zm314" "zf461&&zm314" 1 0 0 0 1 0 0
"11639" 10.14663677 "zf461" "zm317" "zf461&&zm317" 1 0 0 0 1 0 0
"11640" 10.05382674 "zf461" "zm319" "zf461&&zm319" 1 0 0 0 1 0 0
"11641" 10.22860946 "zf461" "zm322" "zf461&&zm322" 1 0 0 0 1 0 0
"11642" 10.16383543 "zf461" "zm324" "zf461&&zm324" 1 0 0 0 1 0 0
"11643" 9.907253415 "zf461" "zm326" "zf461&&zm326" 1 0 0 0 1 0 0
"11644" 10.12626075 "zf461" "zm329" "zf461&&zm329" 1 0 0 0 1 0 0
"11645" 10.25825026 "zf461" "zm331" "zf461&&zm331" 1 0 0 0 1 0 0
"11646" 10.05720928 "zf461" "zm332" "zf461&&zm332" 1 0 0 0 1 0 0
"11647" 10.16861157 "zf461" "zm334" "zf461&&zm334" 1 0 0 0 1 0 0
"11648" 10.24523207 "zf461" "zm336" "zf461&&zm336" 1 0 0 0 1 0 0
"11649" 9.909817899 "zf461" "zm337" "zf461&&zm337" 1 0 0 0 1 0 0
"11650" 9.855193073 "zf461" "zm339" "zf461&&zm339" 1 0 0 0 1 0 0
"11651" 9.766877317 "zf461" "zm340" "zf461&&zm340" 1 0 0 0 1 0 0
"11652" 9.718898815 "zf462" "zf040" "zf462&&zf040" 1 0 0 0 1 0 0
"11653" 9.179064733 "zf462" "zf462" "zf462" 0 1 0 0 1 0 0
"11655" 10.55063119 "zf462" "zm034" "zf462&&zm034" 1 0 0 0 1 0 0
"11656" 10.14602071 "zf462" "zm303" "zf462&&zm303" 1 0 0 0 1 0 0
"11657" 10.047951 "zf462" "zm310" "zf462&&zm310" 1 0 0 0 1 0 0
"11658" 10.17500922 "zf462" "zm315" "zf462&&zm315" 1 0 0 0 1 0 0
"11659" 10.04430416 "zf462" "zm316" "zf462&&zm316" 1 0 0 0 1 0 0
"11660" 10.1152225 "zf462" "zm318" "zf462&&zm318" 1 0 0 0 1 0 0
"11661" 10.32611329 "zf462" "zm320" "zf462&&zm320" 1 0 0 0 1 0 0
"11662" 10.11246631 "zf462" "zm321" "zf462&&zm321" 1 0 0 0 1 0 0
"11663" 9.984922449 "zf462" "zm323" "zf462&&zm323" 1 0 0 0 1 0 0
"11664" 10.1544074 "zf462" "zm325" "zf462&&zm325" 1 0 0 0 1 0 0
"11665" 10.36145977 "zf462" "zm327" "zf462&&zm327" 1 0 0 0 1 0 0
"11666" 9.8456973 "zf462" "zm328" "zf462&&zm328" 1 0 0 0 1 0 0
"11667" 10.2417802 "zf462" "zm330" "zf462&&zm330" 1 0 0 0 1 0 0
"11668" 10.03746893 "zf462" "zm333" "zf462&&zm333" 1 0 0 0 1 0 0
"11669" 10.25194141 "zf462" "zm335" "zf462&&zm335" 1 0 0 0 1 0 0
"11670" 10.14846585 "zf462" "zm339" "zf462&&zm339" 1 0 0 0 1 0 0
"11671" 9.139597911 "zf463" "zf463" "zf463" 0 1 0 0 1 0 0
"11672" 9.876318187 "zf463" "zm010" "zf463&&zm010" 1 0 0 0 1 0 0
"11674" 9.901010355 "zf463" "zm312" "zf463&&zm312" 1 0 0 0 1 0 0
"11676" 9.779187516 "zf463" "zm317" "zf463&&zm317" 1 0 0 0 1 0 0
"11677" 10.00149632 "zf463" "zm319" "zf463&&zm319" 1 0 0 0 1 0 0
"11678" 9.908809387 "zf463" "zm322" "zf463&&zm322" 1 0 0 0 1 0 0
"11679" 10.11621336 "zf463" "zm324" "zf463&&zm324" 1 0 0 0 1 0 0
"11680" 9.612025997 "zf463" "zm326" "zf463&&zm326" 1 0 0 0 1 0 0
"11681" 10.09594186 "zf463" "zm329" "zf463&&zm329" 1 0 0 0 1 0 0
"11682" 10.00748376 "zf463" "zm331" "zf463&&zm331" 1 0 0 0 1 0 0
"11683" 10.03074862 "zf463" "zm332" "zf463&&zm332" 1 0 0 0 1 0 0
"11684" 9.945365143 "zf463" "zm334" "zf463&&zm334" 1 0 0 0 1 0 0
"11685" 9.882432979 "zf463" "zm336" "zf463&&zm336" 1 0 0 0 1 0 0
"11687" 9.938735564 "zf463" "zm339" "zf463&&zm339" 1 0 0 0 1 0 0
"11688" 9.979890732 "zf463" "zm340" "zf463&&zm340" 1 0 0 0 1 0 0
"11689" 9.063594911 "zf464" "zf406" "zf464&&zf406" 1 0 0 0 1 0 0
"11690" 8.678471311 "zf464" "zf464" "zf464" 0 1 0 0 1 0 0
"11691" 9.350602539 "zf465" "zf465" "zf465" 0 1 0 0 1 0 0
"11693" 10.1870732 "zf466" "zf411" "zf466&&zf411" 1 0 0 0 1 0 0
"11694" 9.689184 "zf466" "zf466" "zf466" 0 1 0 0 1 0 0
"11696" 10.28215416 "zf466" "zm034" "zf466&&zm034" 1 0 0 0 1 0 0
"11697" 10.12639521 "zf466" "zm310" "zf466&&zm310" 1 0 0 0 1 0 0
"11698" 10.59706908 "zf466" "zm313" "zf466&&zm313" 1 0 0 0 1 0 0
"11699" 10.17911083 "zf466" "zm315" "zf466&&zm315" 1 0 0 0 1 0 0
"11700" 10.22168395 "zf466" "zm316" "zf466&&zm316" 1 0 0 0 1 0 0
"11701" 10.23994658 "zf466" "zm318" "zf466&&zm318" 1 0 0 0 1 0 0
"11702" 10.35451203 "zf466" "zm320" "zf466&&zm320" 1 0 0 0 1 0 0
"11703" 10.34105183 "zf466" "zm321" "zf466&&zm321" 1 0 0 0 1 0 0
"11704" 9.975136348 "zf466" "zm323" "zf466&&zm323" 1 0 0 0 1 0 0
"11705" 10.38327645 "zf466" "zm325" "zf466&&zm325" 1 0 0 0 1 0 0
"11706" 10.03232342 "zf466" "zm327" "zf466&&zm327" 1 0 0 0 1 0 0
"11707" 10.2670937 "zf466" "zm328" "zf466&&zm328" 1 0 0 0 1 0 0
"11708" 10.67181364 "zf466" "zm330" "zf466&&zm330" 1 0 0 0 1 0 0
"11709" 9.794827442 "zf466" "zm333" "zf466&&zm333" 1 0 0 0 1 0 0
"11710" 10.06076711 "zf466" "zm335" "zf466&&zm335" 1 0 0 0 1 0 0
"11711" 10.30471628 "zf466" "zm339" "zf466&&zm339" 1 0 0 0 1 0 0
"11712" 9.365164196 "zf467" "zf467" "zf467" 0 1 0 0 1 0 0
"11713" 9.651973932 "zf467" "zm010" "zf467&&zm010" 1 0 0 0 1 0 0
"11714" 10.55156264 "zf467" "zm304" "zf467&&zm304" 1 0 0 0 1 0 0
"11715" 9.955101687 "zf467" "zm312" "zf467&&zm312" 1 0 0 0 1 0 0
"11716" 9.998106534 "zf467" "zm314" "zf467&&zm314" 1 0 0 0 1 0 0
"11717" 10.07525784 "zf467" "zm319" "zf467&&zm319" 1 0 0 0 1 0 0
"11718" 10.0493575 "zf467" "zm322" "zf467&&zm322" 1 0 0 0 1 0 0
"11719" 9.771996115 "zf467" "zm324" "zf467&&zm324" 1 0 0 0 1 0 0
"11720" 9.923425041 "zf467" "zm326" "zf467&&zm326" 1 0 0 0 1 0 0
"11721" 9.935843531 "zf467" "zm329" "zf467&&zm329" 1 0 0 0 1 0 0
"11722" 10.03759025 "zf467" "zm331" "zf467&&zm331" 1 0 0 0 1 0 0
"11723" 10.28568318 "zf467" "zm332" "zf467&&zm332" 1 0 0 0 1 0 0
"11724" 9.996926311 "zf467" "zm334" "zf467&&zm334" 1 0 0 0 1 0 0
"11725" 10.16818688 "zf467" "zm336" "zf467&&zm336" 1 0 0 0 1 0 0
"11726" 9.878843552 "zf467" "zm337" "zf467&&zm337" 1 0 0 0 1 0 0
"11727" 9.578639798 "zf467" "zm339" "zf467&&zm339" 1 0 0 0 1 0 0
"11728" 9.909402514 "zf467" "zm340" "zf467&&zm340" 1 0 0 0 1 0 0
"11729" 9.314367209 "zf468" "zf468" "zf468" 0 1 0 0 1 0 0
"11731" 9.964394342 "zf468" "zm034" "zf468&&zm034" 1 0 0 0 1 0 0
"11732" 10.03423203 "zf468" "zm303" "zf468&&zm303" 1 0 0 0 1 0 0
"11733" 9.966650185 "zf468" "zm310" "zf468&&zm310" 1 0 0 0 1 0 0
"11734" 9.90261399 "zf468" "zm316" "zf468&&zm316" 1 0 0 0 1 0 0
"11735" 9.861156874 "zf468" "zm318" "zf468&&zm318" 1 0 0 0 1 0 0
"11736" 10.22624564 "zf468" "zm320" "zf468&&zm320" 1 0 0 0 1 0 0
"11737" 9.981042907 "zf468" "zm321" "zf468&&zm321" 1 0 0 0 1 0 0
"11738" 10.31174422 "zf468" "zm325" "zf468&&zm325" 1 0 0 0 1 0 0
"11739" 10.08171119 "zf468" "zm328" "zf468&&zm328" 1 0 0 0 1 0 0
"11740" 10.23179237 "zf468" "zm333" "zf468&&zm333" 1 0 0 0 1 0 0
"11741" 10.2781295 "zf468" "zm335" "zf468&&zm335" 1 0 0 0 1 0 0
"11742" 9.892264042 "zf469" "zf469" "zf469" 0 1 0 0 1 0 0
"11743" 10.70665188 "zf469" "zm304" "zf469&&zm304" 1 0 0 0 1 0 0
"11744" 10.19772804 "zf470" "zf411" "zf470&&zf411" 1 0 0 0 1 0 0
"11745" 9.448049393 "zf470" "zf470" "zf470" 0 1 0 0 1 0 0
"11746" 9.652516789 "zf470" "zm001" "zf470&&zm001" 1 0 0 0 1 0 0
"11747" 9.773959784 "zf470" "zm010" "zf470&&zm010" 1 0 0 0 1 0 0
"11748" 9.753486638 "zf470" "zm312" "zf470&&zm312" 1 0 0 0 1 0 0
"11749" 9.785766997 "zf470" "zm314" "zf470&&zm314" 1 0 0 0 1 0 0
"11750" 10.04046628 "zf470" "zm317" "zf470&&zm317" 1 0 0 0 1 0 0
"11751" 9.441865441 "zf470" "zm319" "zf470&&zm319" 1 0 0 0 1 0 0
"11752" 9.955325756 "zf470" "zm322" "zf470&&zm322" 1 0 0 0 1 0 0
"11753" 9.89496981 "zf470" "zm324" "zf470&&zm324" 1 0 0 0 1 0 0
"11754" 9.797037142 "zf470" "zm326" "zf470&&zm326" 1 0 0 0 1 0 0
"11755" 10.00685384 "zf470" "zm329" "zf470&&zm329" 1 0 0 0 1 0 0
"11756" 10.10429067 "zf470" "zm331" "zf470&&zm331" 1 0 0 0 1 0 0
"11757" 9.875919847 "zf470" "zm332" "zf470&&zm332" 1 0 0 0 1 0 0
"11758" 9.943089828 "zf470" "zm334" "zf470&&zm334" 1 0 0 0 1 0 0
"11759" 10.25333399 "zf470" "zm336" "zf470&&zm336" 1 0 0 0 1 0 0
"11760" 9.877935246 "zf470" "zm337" "zf470&&zm337" 1 0 0 0 1 0 0
"11761" 9.49217312 "zf470" "zm339" "zf470&&zm339" 1 0 0 0 1 0 0
"11762" 9.74603346 "zf470" "zm340" "zf470&&zm340" 1 0 0 0 1 0 0
"11763" 9.745419996 "zf471" "zf411" "zf471&&zf411" 1 0 0 0 1 0 0
"11764" 8.870224784 "zf471" "zf471" "zf471" 0 1 0 0 1 0 0
"11765" 9.187271236 "zf471" "zm001" "zf471&&zm001" 1 0 0 0 1 0 0
"11766" 9.830587217 "zf472" "zf040" "zf472&&zf040" 1 0 0 0 1 0 0
"11767" 10.27855142 "zf472" "zf406" "zf472&&zf406" 1 0 0 0 1 0 0
"11768" 9.342072482 "zf472" "zf472" "zf472" 0 1 0 0 1 0 0
"11769" 10.13144264 "zf472" "zm034" "zf472&&zm034" 1 0 0 0 1 0 0
"11770" 10.24744924 "zf472" "zm310" "zf472&&zm310" 1 0 0 0 1 0 0
"11771" 10.48868017 "zf472" "zm313" "zf472&&zm313" 1 0 0 0 1 0 0
"11772" 10.00086304 "zf472" "zm315" "zf472&&zm315" 1 0 0 0 1 0 0
"11773" 10.09327298 "zf472" "zm316" "zf472&&zm316" 1 0 0 0 1 0 0
"11774" 10.09586467 "zf472" "zm318" "zf472&&zm318" 1 0 0 0 1 0 0
"11775" 10.16134877 "zf472" "zm320" "zf472&&zm320" 1 0 0 0 1 0 0
"11776" 10.02123384 "zf472" "zm321" "zf472&&zm321" 1 0 0 0 1 0 0
"11777" 9.814674594 "zf472" "zm323" "zf472&&zm323" 1 0 0 0 1 0 0
"11778" 10.36303656 "zf472" "zm325" "zf472&&zm325" 1 0 0 0 1 0 0
"11779" 10.23191596 "zf472" "zm327" "zf472&&zm327" 1 0 0 0 1 0 0
"11780" 9.903256952 "zf472" "zm328" "zf472&&zm328" 1 0 0 0 1 0 0
"11781" 10.40736202 "zf472" "zm330" "zf472&&zm330" 1 0 0 0 1 0 0
"11782" 9.995580529 "zf472" "zm333" "zf472&&zm333" 1 0 0 0 1 0 0
"11783" 10.34417667 "zf472" "zm335" "zf472&&zm335" 1 0 0 0 1 0 0
"11784" 10.37351926 "zf472" "zm339" "zf472&&zm339" 1 0 0 0 1 0 0
